symbol	chr	ucsc_chr	loc_start	fullname	GO
AK089615	19	chr19	21236971	Mus musculus activated spleen cDNA, RIKEN full-length enriched library, clone:F830005B18 product:unclassifiable, full insert sequence.	NA
AK089801	6	chr6	129225015	Mus musculus activated spleen cDNA, RIKEN full-length enriched library, clone:F830023J24 product:CD69 antigen, full insert sequence.	NA
AK089914	8	chr8	85272179	Mus musculus B cells CRL-1669 BCL1 Clone 13.20-3B3 cDNA, RIKEN full-length enriched library, clone:G430001A12 product:unclassifiable, full insert sequence.	NA
AK089981	9	chr9	96665993	Mus musculus 7 days embryo whole body cDNA, RIKEN full-length enriched library, clone:C430002N11 product:unclassifiable, full insert sequence.	NA
AK090016	10	chr10	86148345	Mus musculus 10 day old male pancreas cDNA, RIKEN full-length enriched library, clone:1810014B01 product:unclassifiable, full insert sequence.	NA
AK090048	15	chr15	61869541	Mus musculus adult male urinary bladder cDNA, RIKEN full-length enriched library, clone:9530065L16 product:unclassifiable, full insert sequence.	NA
AK090061	X	chrX	137310776	Mus musculus RCB-1283 B16 melanoma cDNA, RIKEN full-length enriched library, clone:G430086P15 product:unclassifiable, full insert sequence.	NA
AK090072	19	chr19	34668408	Mus musculus brain CRL-1443 BC3H1 cDNA, RIKEN full-length enriched library, clone:G430091H17 product:weakly similar to GLUCOCORTICOID-ATTENUATED RESPONSE GENE 16 PRODUCT [Rattus norvegicus], full insert sequence.	NA
AK090150	1	chr1	23398587	Mus musculus 16 days neonate male diencephalon cDNA, RIKEN full-length enriched library, clone:G630007A06 product:unclassifiable, full insert sequence.	NA
AK090163	16	chr16	90727756	Mus musculus adult male gall bladder cDNA, RIKEN full-length enriched library, clone:G630008F16 product:hypothetical protein, full insert sequence.	NA
AK090172	2	chr2	27973726	Mus musculus adult male bone cDNA, RIKEN full-length enriched library, clone:9830005C09 product:unclassifiable, full insert sequence.	NA
AK090187	10	chr10	70063796	Mus musculus 0 day neonate kidney cDNA, RIKEN full-length enriched library, clone:D630013N20 product:unclassifiable, full insert sequence.	NA
AK090209	13	chr13	31452888	Mus musculus 16 days neonate male diencephalon cDNA, RIKEN full-length enriched library, clone:G630018N14 product:unclassifiable, full insert sequence.	NA
AK090249	13	chr13	93614714	Mus musculus 11 days embryo spinal cord cDNA, RIKEN full-length enriched library, clone:G630026G10 product:hypothetical protein, full insert sequence.	NA
AK090251	5	chr5	45092114	Mus musculus 14 days embryo lung cDNA, RIKEN full-length enriched library, clone:G630026J20 product:unclassifiable, full insert sequence.	NA
AK090261	8	chr8	26878289	21 days neonate cerebellum cDNA, RIKEN full-length enriched library, clone:G630030A02 product:hypothetical protein, full insert sequence.	NA
AK090268	19	chr19	50221427	Mus musculus 7 days neonate cerebellum cDNA, RIKEN full-length enriched library, clone:A730050N01 product:unclassifiable, full insert sequence.	NA
AK090336	18	chr18	12413102	Mus musculus 16 days neonate male diencephalon cDNA, RIKEN full-length enriched library, clone:G630054C21 product:hypothetical Ankyrin-repeat/Yeast DNA-binding domain containing protein, full insert sequence.	NA
AK090337	18	chr18	48082494	Mus musculus 15 days embryo brain cDNA, RIKEN full-length enriched library, clone:G630055G22 product:unclassifiable, full insert sequence.	NA
AK090359	8	chr8	38048626	Mus musculus 11 days embryo spinal cord cDNA, RIKEN full-length enriched library, clone:G630064G18 product:unclassifiable, full insert sequence.	NA
AK090372	9	chr9	96071334	Mus musculus 0 day neonate cortex cDNA, RIKEN full-length enriched library, clone:G630024A14 product:unclassifiable, full insert sequence.	NA
AK122209	8	chr8	126547372	hypothetical protein LOC382038	NA
AK122507	17	chr17	6438149	Mus musculus adult male spinal cord cDNA, RIKEN full-length enriched library, clone:A330054F13 product:hypothetical protein, full insert sequence.	NA
AK122525	10	chr10	43213458	hypothetical protein LOC331623	NA
AK129128	13	chr13	76268761	hypothetical protein LOC218343	NA
AK129160	6	chr6	48454335	Mus musculus 10 days neonate skin cDNA, RIKEN full-length enriched library, clone:4732460K03 product:unclassifiable, full insert sequence.	NA
AK129302	X	chrX	92835876	hepatocellular carcinoma-associated antigen 127	NA
AK129341	9	chr9	8076883	hypothetical protein LOC234915	NA
AK129421	10	chr10	62276260	Mus musculus 12 days embryo spinal cord cDNA, RIKEN full-length enriched library, clone:C530015L04 product:weakly similar to Leukemia-associated protein with a CXXC domain [Homo sapiens], full insert sequence.	NA
AK131678	2	chr2	73208960	Mus musculus adult male testis cDNA, RIKEN full-length enriched library, clone:1700001E01 product:unclassifiable, full insert sequence.	NA
AK131696	7	chr7	4478235	Mus musculus adult male testis cDNA, RIKEN full-length enriched library, clone:1700013D19 product:unclassifiable, full insert sequence.	NA
AK131712	2	chr2	95234398	Mus musculus adult male testis cDNA, RIKEN full-length enriched library, clone:1700020E12 product:unclassifiable, full insert sequence.	NA
AK131719	4	chr4	141170284	Mus musculus adult male testis cDNA, RIKEN full-length enriched library, clone:1700024C21 product:hypothetical protein, full insert sequence.	NA
AK131739	15	chr15	78742395	Mus musculus adult male testis cDNA, RIKEN full-length enriched library, clone:1700027A07 product:unclassifiable, full insert sequence.	NA
AK131740	4	chr4	63257934	Mus musculus adult male testis cDNA, RIKEN full-length enriched library, clone:1700052E11 product:unclassifiable, full insert sequence.	NA
AK131742	9	chr9	103821737	Mus musculus adult male testis cDNA, RIKEN full-length enriched library, clone:1700055L12 product:unclassifiable, full insert sequence.	NA
AK131746	17	chr17	27236602	Mus musculus adult male testis cDNA, RIKEN full-length enriched library, clone:1700062I23 product:hypothetical protein, full insert sequence.	NA
AK131759	16	chr16	13463728	Mus musculus adult male testis cDNA, RIKEN full-length enriched library, clone:1700090I15 product:unclassifiable, full insert sequence.	NA
AK131776	12	chr12	52086290	Mus musculus adult male testis cDNA, RIKEN full-length enriched library, clone:1700108F07 product:unclassifiable, full insert sequence.	NA
AK131781	15	chr15	91956509	Mus musculus adult male testis cDNA, RIKEN full-length enriched library, clone:1700108O07 product:unclassifiable, full insert sequence.	NA
AK131804	16	chr16	42796500	Mus musculus adult male testis cDNA, RIKEN full-length enriched library, clone:1700126K09 product:hypothetical protein, full insert sequence.	NA
AK131819	4	chr4	116357574	Mus musculus 10 day old male pancreas cDNA, RIKEN full-length enriched library, clone:1810016N03 product:unclassifiable, full insert sequence.	NA
AK131821	4	chr4	73437147	Mus musculus 10 day old male pancreas cDNA, RIKEN full-length enriched library, clone:1810018L15 product:unclassifiable, full insert sequence.	NA
AK131825	6	chr6	87625586	Mus musculus 10 day old male pancreas cDNA, RIKEN full-length enriched library, clone:1810020O05 product:unclassifiable, full insert sequence.	NA
AK131826	14	chr14	53363988	Mus musculus 2 days neonate thymus thymic cells cDNA, RIKEN full-length enriched library, clone:C920008G01 product:T-cell receptor alpha chain precursor V region (C5) (fragment) homolog [Mus musculus], full insert sequence.	NA
AK131831	12	chr12	100802050	Mus musculus 10 day old male pancreas cDNA, RIKEN full-length enriched library, clone:1810026N15 product:unclassifiable, full insert sequence.	NA
AK131834	4	chr4	153321746	Mus musculus 10 day old male pancreas cDNA, RIKEN full-length enriched library, clone:1810030A05 product:unclassifiable, full insert sequence.	NA
AK131839	6	chr6	72586246	Mus musculus 10 day old male pancreas cDNA, RIKEN full-length enriched library, clone:1810035C01 product:hypothetical protein, full insert sequence.	NA
AK131860	8	chr8	67609515	Mus musculus adult male cecum cDNA, RIKEN full-length enriched library, clone:9130410O22 product:hypothetical protein, full insert sequence.	NA
AK131873	2	chr2	6393039	Mus musculus adult male small intestine cDNA, RIKEN full-length enriched library, clone:2010309M24 product:unclassifiable, full insert sequence.	NA
AK131876	3	chr3	72754481	Mus musculus adult male small intestine cDNA, RIKEN full-length enriched library, clone:2010318C18 product:unclassifiable, full insert sequence.	NA
AK131895	15	chr15	78845758	Mus musculus adult male liver tumor cDNA, RIKEN full-length enriched library, clone:C730033F21 product:unclassifiable, full insert sequence.	NA
AK131900	7	chr7	31435403	Mus musculus adult male stomach cDNA, RIKEN full-length enriched library, clone:2210421J20 product:unclassifiable, full insert sequence.	NA
AK131952	13	chr13	73482112	Mus musculus 0 day neonate kidney cDNA, RIKEN full-length enriched library, clone:D630045M09 product:unclassifiable, full insert sequence.	NA
AK132074	5	chr5	117762526	Mus musculus 12 days embryo head cDNA, RIKEN full-length enriched library, clone:3010060E01 product:unclassifiable, full insert sequence.	NA
AK132076	13	chr13	26012940	Mus musculus 12 days embryo head cDNA, RIKEN full-length enriched library, clone:3010066B05 product:unclassifiable, full insert sequence.	NA
AK132077	X	chrX	149441954	Mus musculus 12 days embryo head cDNA, RIKEN full-length enriched library, clone:3010083L15 product:hypothetical protein, full insert sequence.	NA
AK132084	3	chr3	50862831	Mus musculus 12 days embryo head cDNA, RIKEN full-length enriched library, clone:3010088J03 product:unclassifiable, full insert sequence.	NA
AK132123	5	chr5	30430428	13 days embryo head cDNA, RIKEN full-length enriched library, clone:3110082J24 product:hypothetical Proline-rich region profile containing protein, full insert sequence. (Fragment).	NA
AK132134	4	chr4	124126868	Mus musculus adult male testis cDNA, RIKEN full-length enriched library, clone:1700057H15 product:unclassifiable, full insert sequence.	NA
AK132154	9	chr9	41488229	Mus musculus 14, 17 days embryo head cDNA, RIKEN full-length enriched library, clone:3222402J16 product:hypothetical protein, full insert sequence.	NA
AK132189	2	chr2	91090899	Mus musculus 17 days embryo head cDNA, RIKEN full-length enriched library, clone:3322404J21 product:unclassifiable, full insert sequence.	NA
AK132190	14	chr14	33476121	Mus musculus 10 days embryo whole body cDNA, RIKEN full-length enriched library, clone:3425401B19 product:hypothetical protein, full insert sequence.	NA
AK132299	9	chr9	113966662	Mus musculus 13 days embryo whole body cDNA, RIKEN full-length enriched library, clone:3930402D03 product:hypothetical Sushi domain/SCR domain/CCP module/Link containing protein, full insert sequence.	NA
AK132321	10	chr10	80925070	Mus musculus adult male testis cDNA, RIKEN full-length enriched library, clone:4930565A21 product:similar to CUG-BP AND ETR-3 LIKE FACTOR 5 [Homo sapiens], full insert sequence.	NA
AK132380	17	chr17	43286305	Mus musculus 0 day neonate eyeball cDNA, RIKEN full-length enriched library, clone:E130008D07 product:unclassifiable, full insert sequence.	NA
AK132440	3	chr3	89141771	Mus musculus 10 days neonate skin cDNA, RIKEN full-length enriched library, clone:4731419I09 product:hypothetical protein, full insert sequence.	NA
AK132460	X	chrX	47912843	Mus musculus adult male thymus cDNA, RIKEN full-length enriched library, clone:5830467J12 product:unclassifiable, full insert sequence.	NA
AK132462	11	chr11	96698021	Mus musculus 10 days neonate skin cDNA, RIKEN full-length enriched library, clone:4732427P10 product:unclassifiable, full insert sequence.	NA
AK132490	12	chr12	85380418	Mus musculus 10 days neonate skin cDNA, RIKEN full-length enriched library, clone:4732463B04 product:hypothetical protein, full insert sequence.	NA
AK132555	18	chr18	65434629	Mus musculus 0 day neonate head cDNA, RIKEN full-length enriched library, clone:4832401N10 product:heart alpha-kinase, full insert sequence.	NA
AK132605	13	chr13	35635771	Mus musculus 0 day neonate head cDNA, RIKEN full-length enriched library, clone:4833418G05 product:unclassifiable, full insert sequence.	NA
AK132606	17	chr17	3078167	Mus musculus 0 day neonate head cDNA, RIKEN full-length enriched library, clone:4833419B01 product:unclassifiable, full insert sequence.	NA
AK132630	12	chr12	22811250	Mus musculus 0 day neonate head cDNA, RIKEN full-length enriched library, clone:4833436A07 product:similar to Visinin-like protein 3 (VILIP-3) (Neural visinin-like protein 3) (NVL-3) (NVP-3) (Hippocalcin-like protein 1) [Mus musculus], full insert sequence.	NA
AK132658	14	chr14	9498903	Mus musculus adult male testis cDNA, RIKEN full-length enriched library, clone:1700027C12 product:unclassifiable, full insert sequence.	NA
AK132681	15	chr15	83187989	Mus musculus adult male testis cDNA, RIKEN full-length enriched library, clone:4921523C20 product:hypothetical protein, full insert sequence.	NA
AK132687	12	chr12	91991647	Mus musculus adult male testis cDNA, RIKEN full-length enriched library, clone:4930544I03 product:unclassifiable, full insert sequence.	NA
AK132712	19	chr19	29539239	Mus musculus adult retina cDNA, RIKEN full-length enriched library, clone:A930007I19 product:unclassifiable, full insert sequence.	NA
AK132719	6	chr6	139264117	Mus musculus adult male testis cDNA, RIKEN full-length enriched library, clone:4922502N22 product:unclassifiable, full insert sequence.	NA
AK132720	11	chr11	23397756	Mus musculus adult male testis cDNA, RIKEN full-length enriched library, clone:1700030C12 product:unclassifiable, full insert sequence.	NA
AK132723	7	chr7	91300867	Mus musculus adult male testis cDNA, RIKEN full-length enriched library, clone:4922503B06 product:unclassifiable, full insert sequence.	NA
AK132724	17	chr17	95149451	Mus musculus 11 days embryo whole body cDNA, RIKEN full-length enriched library, clone:2700099C18 product:inferred: Mus musculus, Similar to highly expressed in cancer, rich in leucine heptad repeats, clone MGC:8311, mRNA, complete cds / putative {Mus musculus}, full insert sequence.	NA
AK132729	13	chr13	34744791	Mus musculus adult male testis cDNA, RIKEN full-length enriched library, clone:4922503I17 product:unclassifiable, full insert sequence.	NA
AK132743	19	chr19	43341425	Mus musculus adult male testis cDNA, RIKEN full-length enriched library, clone:4922504M22 product:unclassifiable, full insert sequence.	NA
AK132765	7	chr7	104055335	Mus musculus adult male testis cDNA, RIKEN full-length enriched library, clone:4922505H01 product:unclassifiable, full insert sequence.	NA
AK132798	11	chr11	6550150	Mus musculus adult male testis cDNA, RIKEN full-length enriched library, clone:4930404H23 product:similar to Ethanol induced 6 [Mus musculus], full insert sequence.	NA
AK132828	X	chrX	72391395	Mus musculus adult male testis cDNA, RIKEN full-length enriched library, clone:4930428E23 product:hypothetical protein, full insert sequence.	NA
AK132829	3	chr3	113921560	Mus musculus adult male testis cDNA, RIKEN full-length enriched library, clone:4930428I03 product:unclassifiable, full insert sequence.	NA
AK132836	3	chr3	121373680	Mus musculus adult male testis cDNA, RIKEN full-length enriched library, clone:4930432M17 product:hypothetical Cytochrome c heme-binding site containing protein, full insert sequence.	NA
AK132847	17	chr17	59135673	Mus musculus adult male testis cDNA, RIKEN full-length enriched library, clone:4930505H01 product:hypothetical protein, full insert sequence.	NA
AK132865	13	chr13	41455339	Mus musculus adult male testis cDNA, RIKEN full-length enriched library, clone:4930457C06 product:unclassifiable, full insert sequence.	NA
AK132872	5	chr5	149955838	Mus musculus adult male testis cDNA, RIKEN full-length enriched library, clone:4930469F13 product:unclassifiable, full insert sequence.	NA
AK132885	8	chr8	107813888	Mus musculus adult male testis cDNA, RIKEN full-length enriched library, clone:4930484A08 product:unclassifiable, full insert sequence.	NA
AK132898	7	chr7	17868928	Mus musculus adult male testis cDNA, RIKEN full-length enriched library, clone:4930505C17 product:unclassifiable, full insert sequence.	NA
AK132902	5	chr5	39852987	Mus musculus adult male testis cDNA, RIKEN full-length enriched library, clone:4930513D17 product:unclassifiable, full insert sequence.	NA
AK132929	18	chr18	29556369	Mus musculus adult male testis cDNA, RIKEN full-length enriched library, clone:4930578E11 product:unclassifiable, full insert sequence.	NA
AK132930	13	chr13	21596184	Mus musculus adult male testis cDNA, RIKEN full-length enriched library, clone:4930521G09 product:similar to Zinc finger protein (Fragment) [Homo sapiens], full insert sequence.	NA
AK132940	15	chr15	81889618	Mus musculus adult male testis cDNA, RIKEN full-length enriched library, clone:4930526M03 product:hypothetical protein, full insert sequence.	NA
AK132955	1	chr1	36476896	Mus musculus adult male testis cDNA, RIKEN full-length enriched library, clone:4930533C12 product:hypothetical C2 domain/C2 calcium/lipid-binding domain, CaLB containing protein, full insert sequence.	NA
AK132957	9	chr9	115089528	Mus musculus adult male testis cDNA, RIKEN full-length enriched library, clone:4930533K06 product:unclassifiable, full insert sequence.	NA
AK132958	15	chr15	61530838	Mus musculus adult male testis cDNA, RIKEN full-length enriched library, clone:4930533L04 product:unclassifiable, full insert sequence.	NA
AK132982	15	chr15	18007891	Mus musculus adult male testis cDNA, RIKEN full-length enriched library, clone:4921515E04 product:unclassifiable, full insert sequence.	NA
AK133007	18	chr18	17194016	Mus musculus adult male testis cDNA, RIKEN full-length enriched library, clone:1700001G01 product:unclassifiable, full insert sequence.	NA
AK133010	4	chr4	57372663	Mus musculus adult male testis cDNA, RIKEN full-length enriched library, clone:4930551I17 product:unclassifiable, full insert sequence.	NA
AK133014	6	chr6	7251907	Mus musculus adult male testis cDNA, RIKEN full-length enriched library, clone:4931440M09 product:unclassifiable, full insert sequence.	NA
AK133017	8	chr8	26659144	Mus musculus adult male testis cDNA, RIKEN full-length enriched library, clone:4930554L05 product:unclassifiable, full insert sequence.	NA
AK133024	19	chr19	7372147	Mus musculus adult male testis cDNA, RIKEN full-length enriched library, clone:4930557O15 product:unclassifiable, full insert sequence.	NA
AK133032	5	chr5	122475341	Mus musculus adult male testis cDNA, RIKEN full-length enriched library, clone:4930557D15 product:unclassifiable, full insert sequence.	NA
AK133035	11	chr11	62812616	Mus musculus adult male testis cDNA, RIKEN full-length enriched library, clone:4930452L02 product:unclassifiable, full insert sequence.	NA
AK133038	16	chr16	73072619	Mus musculus adult male testis cDNA, RIKEN full-length enriched library, clone:4930558H18 product:unclassifiable, full insert sequence.	NA
AK133046	10	chr10	58159492	Mus musculus adult male testis cDNA, RIKEN full-length enriched library, clone:4930560K07 product:hypothetical protein, full insert sequence.	NA
AK133078	14	chr14	40033358	Mus musculus adult male testis cDNA, RIKEN full-length enriched library, clone:4930568D09 product:unclassifiable, full insert sequence.	NA
AK133093	10	chr10	95193860	Mus musculus adult male testis cDNA, RIKEN full-length enriched library, clone:4930571O19 product:unclassifiable, full insert sequence.	NA
AK133134	12	chr12	11445038	Mus musculus adult male testis cDNA, RIKEN full-length enriched library, clone:4930511A02 product:unclassifiable, full insert sequence.	NA
AK133139	7	chr7	80455265	Mus musculus adult male testis cDNA, RIKEN full-length enriched library, clone:4930598G03 product:unclassifiable, full insert sequence.	NA
AK133142	1	chr1	183743588	Mus musculus adult male testis cDNA, RIKEN full-length enriched library, clone:4930598N11 product:unclassifiable, full insert sequence.	NA
AK133153	1	chr1	46346410	Mus musculus adult male testis cDNA, RIKEN full-length enriched library, clone:4931404K22 product:Ciliary dynein heavy chain 7 homolog [Homo sapiens], full insert sequence.	NA
AK133155	6	chr6	34369395	Mus musculus adult male testis cDNA, RIKEN full-length enriched library, clone:4931405G02 product:unclassifiable, full insert sequence.	NA
AK133166	8	chr8	46102569	Mus musculus adult male testis cDNA, RIKEN full-length enriched library, clone:4931432F24 product:hypothetical protein, full insert sequence.	NA
AK133167	9	chr9	41990320	Mus musculus adult male testis cDNA, RIKEN full-length enriched library, clone:4930546K05 product:unclassifiable, full insert sequence.	NA
AK133186	1	chr1	90134682	Mus musculus adult male testis cDNA, RIKEN full-length enriched library, clone:4931438F20 product:hypothetical protein, full insert sequence.	NA
AK133227	12	chr12	77518607	Mus musculus adult male testis cDNA, RIKEN full-length enriched library, clone:4932419B04 product:hypothetical protein, full insert sequence.	NA
AK133228	15	chr15	6554340	Mus musculus adult male testis cDNA, RIKEN full-length enriched library, clone:4932419C06 product:unclassifiable, full insert sequence.	NA
AK133246	X	chrX	105065652	Mus musculus adult male testis cDNA, RIKEN full-length enriched library, clone:4932422B15 product:weakly similar to CG30497-PC [Drosophila melanogaster], full insert sequence.	NA
AK133250	4	chr4	48009327	Mus musculus adult male testis cDNA, RIKEN full-length enriched library, clone:4932422O18 product:unclassifiable, full insert sequence.	NA
AK133285	5	chr5	14921676	Mus musculus adult male testis cDNA, RIKEN full-length enriched library, clone:4933405L09 product:hypothetical protein, full insert sequence.	NA
AK133303	16	chr16	86962703	Mus musculus adult male testis cDNA, RIKEN full-length enriched library, clone:4933405A01 product:unclassifiable, full insert sequence.	NA
AK133324	6	chr6	12267366	Mus musculus adult male testis cDNA, RIKEN full-length enriched library, clone:4932433E03 product:Hypothetical protein GS164B05.1 in chromosome 7 (Fragment) homolog [Homo sapiens], full insert sequence.	NA
AK133329	14	chr14	70132590	Mus musculus adult male testis cDNA, RIKEN full-length enriched library, clone:4930480K23 product:unclassifiable, full insert sequence.	NA
AK133333	8	chr8	119129845	Mus musculus adult male testis cDNA, RIKEN full-length enriched library, clone:4930447E11 product:unclassifiable, full insert sequence.	NA
AK133337	2	chr2	171783688	Mus musculus adult male testis cDNA, RIKEN full-length enriched library, clone:4932436E13 product:unclassifiable, full insert sequence.	NA
AK133365	16	chr16	4835588	Mus musculus adult male testis cDNA, RIKEN full-length enriched library, clone:4930562C15 product:hypothetical Alanine-rich region/Type I antifreeze protein containing protein, full insert sequence.	NA
AK133372	1	chr1	39722307	Mus musculus adult male testis cDNA, RIKEN full-length enriched library, clone:4933400N17 product:hypothetical DNA-binding RFX/Winged helix DNA-binding containing protein, full insert sequence.	NA
AK133391	7	chr7	53086264	Mus musculus adult male testis cDNA, RIKEN full-length enriched library, clone:4933407I04 product:unclassifiable, full insert sequence.	NA
AK133438	7	chr7	31947376	Mus musculus adult male testis cDNA, RIKEN full-length enriched library, clone:4933432C12 product:hypothetical protein, full insert sequence.	NA
AK133446	6	chr6	88669234	Mus musculus 10 days neonate skin cDNA, RIKEN full-length enriched library, clone:4732482G11 product:unclassifiable, full insert sequence.	NA
AK133627	10	chr10	80041391	Mus musculus adult male pituitary gland cDNA, RIKEN full-length enriched library, clone:5330420K15 product:unclassifiable, full insert sequence.	NA
AK133643	X	chrX	135774764	Mus musculus ES cells cDNA, RIKEN full-length enriched library, clone:C330013F16 product:unclassifiable, full insert sequence.	NA
AK133650	12	chr12	21423771	Mus musculus adult male pituitary gland cDNA, RIKEN full-length enriched library, clone:5330429C15 product:unclassifiable, full insert sequence.	NA
AK133727	16	chr16	89487622	Mus musculus 10 days neonate head cDNA, RIKEN full-length enriched library, clone:5530401F02 product:keratin associated protein 8-1, full insert sequence.	NA
AK133750	18	chr18	43697329	Mus musculus adult male olfactory brain cDNA, RIKEN full-length enriched library, clone:6430702L21 product:hypothetical protein, full insert sequence.	NA
AK133793	3	chr3	148937700	Mus musculus 8 days embryo whole body cDNA, RIKEN full-length enriched library, clone:5730419E21 product:unclassifiable, full insert sequence.	NA
AK133807	5	chr5	101269772	Mus musculus adult male testis cDNA, RIKEN full-length enriched library, clone:4930458D05 product:unclassifiable, full insert sequence.	NA
AK133808	17	chr17	33896936	Mus musculus 8 days embryo whole body cDNA, RIKEN full-length enriched library, clone:5730424I07 product:unclassifiable, full insert sequence.	NA
AK133925	11	chr11	95720178	Mus musculus 0 day neonate head cDNA, RIKEN full-length enriched library, clone:4833417C18 product:unclassifiable, full insert sequence.	NA
AK133929	6	chr6	52196053	Mus musculus 8 days embryo whole body cDNA, RIKEN full-length enriched library, clone:5730529O17 product:homeo box A11, opposite strand transcript, full insert sequence.	NA
AK133987	9	chr9	119011595	Mus musculus adult male corpora quadrigemina cDNA, RIKEN full-length enriched library, clone:B230314N17 product:similar to DELETED IN LUNG AND ESOPHAGEAL CANCER 1 [Homo sapiens], full insert sequence.	NA
AK134047	9	chr9	103325907	Mus musculus 0 day neonate thymus cDNA, RIKEN full-length enriched library, clone:A430097F07 product:unclassifiable, full insert sequence.	NA
AK134119	6	chr6	41484812	Mus musculus 16 days neonate thymus cDNA, RIKEN full-length enriched library, clone:A130049C02 product:T-cell receptor beta chain homolog [Mus musculus], full insert sequence.	NA
AK134158	17	chr17	19091760	Mus musculus adult male thymus cDNA, RIKEN full-length enriched library, clone:5830461D21 product:unclassifiable, full insert sequence.	NA
AK134203	9	chr9	43921005	Mus musculus adult male thymus cDNA, RIKEN full-length enriched library, clone:5830474E10 product:unclassifiable, full insert sequence.	NA
AK134249	7	chr7	132812301	Mus musculus 13 days embryo forelimb cDNA, RIKEN full-length enriched library, clone:5930402K09 product:general transcription factor III C 1, full insert sequence.	NA
AK134270	15	chr15	38764616	Mus musculus 13 days embryo forelimb cDNA, RIKEN full-length enriched library, clone:5930424O07 product:unclassifiable, full insert sequence.	NA
AK134369	1	chr1	10149517	Mus musculus 13 days embryo male testis cDNA, RIKEN full-length enriched library, clone:6030446C19 product:hypothetical ARM repeat fold containing protein, full insert sequence.	NA
AK134400	6	chr6	149259937	Mus musculus 0 day neonate eyeball cDNA, RIKEN full-length enriched library, clone:E130016K14 product:unclassifiable, full insert sequence.	NA
AK134426	13	chr13	112658143	Mus musculus 13 days embryo male testis cDNA, RIKEN full-length enriched library, clone:6030482L16 product:unclassifiable, full insert sequence.	NA
AK134490	2	chr2	59644258	11 days embryo head cDNA, RIKEN full-length enriched library, clone:6230414M13 product:hypothetical protein, full insert sequence.	NA
AK134493	2	chr2	177631800	Mus musculus 11 days embryo head cDNA, RIKEN full-length enriched library, clone:6230416J18 product:unclassifiable, full insert sequence.	NA
AK134523	13	chr13	70974685	Mus musculus adult male medulla oblongata cDNA, RIKEN full-length enriched library, clone:6330401C21 product:a disintegrin-like and metalloprotease (reprolysin type) with thrombospondin type 1 motif, 16, full insert sequence.	NA
AK134610	X	chrX	102543620	Mus musculus adult male olfactory brain cDNA, RIKEN full-length enriched library, clone:6430500B09 product:unclassifiable, full insert sequence.	NA
AK134636	8	chr8	19682269	Mus musculus adult male medulla oblongata cDNA, RIKEN full-length enriched library, clone:6330508J08 product:unclassifiable, full insert sequence.	NA
AK134637	2	chr2	158421207	Mus musculus adult male medulla oblongata cDNA, RIKEN full-length enriched library, clone:6330508K14 product:unclassifiable, full insert sequence.	NA
AK134652	3	chr3	38325473	Mus musculus adult male medulla oblongata cDNA, RIKEN full-length enriched library, clone:6330514A14 product:unclassifiable, full insert sequence.	NA
AK134673	4	chr4	124583250	Mus musculus adult male medulla oblongata cDNA, RIKEN full-length enriched library, clone:6330521J24 product:weakly similar to Ephrin type-A receptor 7 precursor (EC 2.7.1.112) (Tyrosine-protein kinase receptor CEPHA7) (Tyrosine-protein kinase receptor CEK11) [Gallus gallus], full insert sequence.	NA
AK134703	5	chr5	138054079	Mus musculus adult male medulla oblongata cDNA, RIKEN full-length enriched library, clone:6330530D12 product:unclassifiable, full insert sequence.	NA
AK134715	14	chr14	70605130	Mus musculus adult male medulla oblongata cDNA, RIKEN full-length enriched library, clone:6330534P04 product:unclassifiable, full insert sequence.	NA
AK134717	7	chr7	135121654	Mus musculus adult male medulla oblongata cDNA, RIKEN full-length enriched library, clone:6330535C15 product:unclassifiable, full insert sequence.	NA
AK134749	4	chr4	106354475	Mus musculus adult male medulla oblongata cDNA, RIKEN full-length enriched library, clone:6330548H13 product:hypothetical ARM repeat fold containing protein, full insert sequence.	NA
AK134755	7	chr7	50950578	Mus musculus adult male tongue cDNA, RIKEN full-length enriched library, clone:2310002F09 product:unclassifiable, full insert sequence.	NA
AK134769	17	chr17	46390932	Mus musculus adult male medulla oblongata cDNA, RIKEN full-length enriched library, clone:6330555I21 product:hypothetical protein, full insert sequence.	NA
AK134789	18	chr18	5491500	Mus musculus 10 days neonate cerebellum cDNA, RIKEN full-length enriched library, clone:B930008G03 product:hypothetical protein, full insert sequence.	NA
AK134888	14	chr14	62221867	Mus musculus Dleu2 mRNA, partial sequence, alternatively spliced.	NA
AK134928	9	chr9	75158141	Mus musculus adult male olfactory brain cDNA, RIKEN full-length enriched library, clone:6430519K04 product:unclassifiable, full insert sequence.	NA
AK134933	8	chr8	86410977	Mus musculus adult male olfactory brain cDNA, RIKEN full-length enriched library, clone:6430520O20 product:unclassifiable, full insert sequence.	NA
AK134962	2	chr2	156678137	Mus musculus 6 days neonate head cDNA, RIKEN full-length enriched library, clone:5430405H02 product:unclassifiable, full insert sequence.	NA
AK135004	1	chr1	55283094	Mus musculus adult male olfactory brain cDNA, RIKEN full-length enriched library, clone:6430540D06 product:hypothetical protein, full insert sequence.	NA
AK135068	13	chr13	41961283	Mus musculus adult male epididymis cDNA, RIKEN full-length enriched library, clone:9230111O20 product:unclassifiable, full insert sequence.	NA
