symbol	chr	ucsc_chr	loc_start	fullname	GO
BLOC1S2	10	10	102035218	biogenesis of lysosomal organelles complex-1, subunit 2	GO:0045893,GO:0008284,GO:0008284,GO:0008022,GO:0007020,GO:0007020,GO:0005813,GO:0005813,GO:0005634,GO:0000930,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005634,GO:0005737,GO:0005813,GO:0005856,GO:0031083,GO:0032438,GO:0042802,GO:0042981,GO:0043015,GO:0045944,GO:0055037,GO:0060155
BLOC1S3	19	19	45682554	biogenesis of lysosomal organelles complex-1, subunit 3	GO:0001654,GO:0003674,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005737,GO:0005829,GO:0006892,GO:0016044,GO:0030168,GO:0031083,GO:0031083,GO:0032438,GO:0032816,GO:0033299,GO:0042493,GO:0042802,GO:0043473,GO:0048066,GO:0060155
BLVRA	7	7	43810757	biliverdin reductase A	GO:0004074,GO:0005488,GO:0005737,GO:0005829,GO:0006778,GO:0016491,GO:0042167,GO:0042167,GO:0046872,GO:0055114,GO:0008270
BLVRB	19	19	40953795	biliverdin reductase B (flavin reductase (NADPH))	GO:0004074,GO:0004074,GO:0005488,GO:0005737,GO:0005829,GO:0005829,GO:0006778,GO:0016491,GO:0042167,GO:0042167,GO:0042602
BLZF1	1	1	169338760	basic leucine zipper nuclear factor 1	GO:0001558,GO:0003677,GO:0003700,GO:0005634,GO:0005634,GO:0005634,GO:0005730,GO:0005737,GO:0005794,GO:0005796,GO:0006351,GO:0006357,GO:0007030,GO:0008283,GO:0015031,GO:0016192,GO:0019899,GO:0019899,GO:0031625,GO:0043001
BMF	15	15	40383987	Bcl2 modifying factor	GO:0001669,GO:0005515,GO:0005737,GO:0005741,GO:0005829,GO:0005829,GO:0005886,GO:0006915,GO:0006915,GO:0008629,GO:0008633,GO:0008633,GO:0016459,GO:0032464,GO:0042981,GO:0090200
BMI1	10	10	22615378	BMI1 polycomb ring finger oncogene	GO:0000122,GO:0000151,GO:0001701,GO:0003682,GO:0005634,GO:0005634,GO:0005634,GO:0005730,GO:0005737,GO:0006355,GO:0006959,GO:0007379,GO:0007420,GO:0008270,GO:0010468,GO:0016568,GO:0016573,GO:0016574,GO:0016604,GO:0021903,GO:0030097,GO:0030890,GO:0031519,GO:0033092,GO:0043066,GO:0046872,GO:0048103,GO:0048146,GO:0048704,GO:0051443,GO:0071535
BMP1	8	8	22022918	bone morphogenetic protein 1	GO:0001501,GO:0001502,GO:0001503,GO:0004222,GO:0005125,GO:0005509,GO:0005576,GO:0005615,GO:0006508,GO:0006629,GO:0007275,GO:0008083,GO:0008233,GO:0008233,GO:0008237,GO:0008270,GO:0030154,GO:0031988,GO:0042157,GO:0042157,GO:0061036
BMP10	2	2	69092762	bone morphogenetic protein 10	GO:0005125,GO:0005515,GO:0005515,GO:0005576,GO:0005615,GO:0007219,GO:0007275,GO:0007512,GO:0008083,GO:0009986,GO:0010596,GO:0010613,GO:0010614,GO:0010862,GO:0010862,GO:0030018,GO:0030308,GO:0030308,GO:0030336,GO:0030509,GO:0030509,GO:0030509,GO:0032924,GO:0032924,GO:0033612,GO:0040007,GO:0045214,GO:0045893,GO:0045893,GO:0055009,GO:0055010,GO:0055015,GO:0060038,GO:0060045,GO:0060347,GO:0060389,GO:0060389
BMP15	X	X	50653783	bone morphogenetic protein 15	GO:0001541,GO:0005125,GO:0005576,GO:0005615,GO:0007292,GO:0008083,GO:0060016
BMP2	20	20	6750773	bone morphogenetic protein 2	GO:0000122,GO:0001501,GO:0001649,GO:0001658,GO:0001666,GO:0001701,GO:0001837,GO:0001837,GO:0001934,GO:0001938,GO:0003130,GO:0003181,GO:0003203,GO:0004675,GO:0004745,GO:0005102,GO:0005125,GO:0005160,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005576,GO:0005576,GO:0005576,GO:0005576,GO:0005576,GO:0005576,GO:0005576,GO:0005615,GO:0005615,GO:0005737,GO:0006355,GO:0006954,GO:0007219,GO:0007267,GO:0008083,GO:0008285,GO:0009612,GO:0009790,GO:0009887,GO:0010628,GO:0010718,GO:0010862,GO:0010862,GO:0010862,GO:0010922,GO:0016362,GO:0019211,GO:0019904,GO:0021537,GO:0021978,GO:0030501,GO:0030509,GO:0030509,GO:0030509,GO:0030509,GO:0031648,GO:0031988,GO:0032526,GO:0035051,GO:0035051,GO:0035054,GO:0035630,GO:0040007,GO:0042482,GO:0042487,GO:0042698,GO:0042803,GO:0043065,GO:0043234,GO:0045165,GO:0045666,GO:0045669,GO:0045669,GO:0045669,GO:0045778,GO:0045786,GO:0045892,GO:0045893,GO:0045944,GO:0045944,GO:0046332,GO:0046982,GO:0048711,GO:0048762,GO:0050769,GO:0055008,GO:0060039,GO:0060128,GO:0060129,GO:0060317,GO:0060389,GO:0060389,GO:0060395,GO:0060804,GO:0061036,GO:0070700,GO:0071363,GO:0071407
BMP2K	4	4	79697697	BMP2 inducible kinase	GO:0000166,GO:0004674,GO:0005524,GO:0005634,GO:0006468,GO:0019208,GO:0030500
BMP3	4	4	81952438	bone morphogenetic protein 3	GO:0001501,GO:0001503,GO:0005102,GO:0005125,GO:0005576,GO:0005615,GO:0007267,GO:0007275,GO:0008083,GO:0030154,GO:0031988,GO:0040007,GO:0045944,GO:0051216,GO:0070700
BMP4	14	14	54416749	bone morphogenetic protein 4	GO:0000122,GO:0000186,GO:0000186,GO:0001525,GO:0001541,GO:0001568,GO:0001649,GO:0001657,GO:0001658,GO:0001759,GO:0001822,GO:0001823,GO:0001843,GO:0001934,GO:0001938,GO:0002043,GO:0002244,GO:0002320,GO:0003014,GO:0003130,GO:0003139,GO:0003197,GO:0003279,GO:0003337,GO:0005125,GO:0005515,GO:0005515,GO:0005515,GO:0005576,GO:0005578,GO:0005615,GO:0005737,GO:0007281,GO:0007500,GO:0008083,GO:0008201,GO:0008285,GO:0009612,GO:0009791,GO:0010159,GO:0010595,GO:0010862,GO:0010862,GO:0010862,GO:0010862,GO:0010942,GO:0014070,GO:0021537,GO:0021904,GO:0021978,GO:0021983,GO:0030218,GO:0030501,GO:0030501,GO:0030501,GO:0030509,GO:0030509,GO:0030509,GO:0031988,GO:0032331,GO:0032355,GO:0032526,GO:0032967,GO:0033088,GO:0034504,GO:0042056,GO:0042326,GO:0042476,GO:0042487,GO:0042733,GO:0042803,GO:0043065,GO:0043065,GO:0043066,GO:0043401,GO:0043407,GO:0043587,GO:0045662,GO:0045666,GO:0045669,GO:0045669,GO:0045778,GO:0045786,GO:0045839,GO:0045843,GO:0045892,GO:0045892,GO:0045892,GO:0045893,GO:0045893,GO:0045893,GO:0045944,GO:0048286,GO:0048392,GO:0048593,GO:0048661,GO:0048661,GO:0048663,GO:0048701,GO:0048715,GO:0048745,GO:0048754,GO:0050680,GO:0050918,GO:0051150,GO:0051384,GO:0055020,GO:0060041,GO:0060197,GO:0060235,GO:0060272,GO:0060348,GO:0060363,GO:0060391,GO:0060393,GO:0060395,GO:0060425,GO:0060429,GO:0060433,GO:0060438,GO:0060440,GO:0060441,GO:0060449,GO:0060502,GO:0060503,GO:0060512,GO:0060548,GO:0060592,GO:0060684,GO:0060686,GO:0060687,GO:0061036,GO:0061047,GO:0061149,GO:0061151,GO:0061155,GO:0070244,GO:0070374,GO:0070700,GO:0071363,GO:0071549,GO:0071893,GO:0072015,GO:0072097,GO:0072097,GO:0072101,GO:0072101,GO:0072104,GO:0072125,GO:0072138,GO:0072192,GO:0072193,GO:0072198,GO:0072205,GO:0090184,GO:0090190,GO:0090191,GO:0090191,GO:0090194,GO:2000005,GO:2000007,GO:2000137,GO:0040007
BMP5	6	6	55620330	bone morphogenetic protein 5	GO:0001501,GO:0001503,GO:0005125,GO:0005575,GO:0005576,GO:0005615,GO:0007389,GO:0008083,GO:0030154,GO:0030539,GO:0040007,GO:0051216,GO:0070700
BMP6	6	6	7727188	bone morphogenetic protein 6	GO:0001501,GO:0001654,GO:0001822,GO:0001958,GO:0005125,GO:0005576,GO:0005615,GO:0006954,GO:0006955,GO:0007275,GO:0008083,GO:0010862,GO:0030501,GO:0030509,GO:0030539,GO:0032349,GO:0045666,GO:0045669,GO:0045944,GO:0046982,GO:0051216,GO:0060395,GO:0070700,GO:0040007
BMP7	20	20	55746014	bone morphogenetic protein 7	GO:0001501,GO:0001503,GO:0001654,GO:0001656,GO:0001657,GO:0001707,GO:0001823,GO:0001837,GO:0005125,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005576,GO:0005615,GO:0005615,GO:0007411,GO:0008083,GO:0008201,GO:0009880,GO:0009887,GO:0010664,GO:0010862,GO:0010862,GO:0010862,GO:0010942,GO:0030326,GO:0030501,GO:0030509,GO:0030509,GO:0030855,GO:0031012,GO:0031988,GO:0032088,GO:0032355,GO:0033280,GO:0034504,GO:0040007,GO:0042326,GO:0042347,GO:0042475,GO:0043065,GO:0043401,GO:0043407,GO:0043434,GO:0045665,GO:0045666,GO:0045669,GO:0045746,GO:0045786,GO:0045839,GO:0045892,GO:0045893,GO:0045893,GO:0045944,GO:0048468,GO:0048596,GO:0048646,GO:0048754,GO:0048762,GO:0048812,GO:0050768,GO:0051216,GO:0060272,GO:0060389,GO:0060395,GO:0060445,GO:0060485,GO:0060548,GO:0060686,GO:0060687,GO:0071456,GO:0072040,GO:0072125,GO:0072133,GO:0072134,GO:0072136,GO:2000121
BMP8A	1	1	39957663	bone morphogenetic protein 8a	GO:0001503,GO:0005125,GO:0005576,GO:0005615,GO:0007275,GO:0008083,GO:0030154,GO:0040007,GO:0051216
BMP8B	1	1	40226090	bone morphogenetic protein 8b	GO:0001501,GO:0001503,GO:0005125,GO:0005515,GO:0005515,GO:0005576,GO:0005615,GO:0007275,GO:0008083,GO:0030154,GO:0040007,GO:0051216
BMPER	7	7	33945225	BMP binding endothelial regulator	GO:0001657,GO:0002043,GO:0005576,GO:0005615,GO:0010594,GO:0030514,GO:0042118,GO:0060393,GO:0070374
BMPR1A	10	10	88635775	bone morphogenetic protein receptor, type IA	GO:0000166,GO:0001701,GO:0001707,GO:0001756,GO:0001880,GO:0002053,GO:0003272,GO:0004674,GO:0004872,GO:0005024,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005524,GO:0005886,GO:0005886,GO:0005886,GO:0005886,GO:0005886,GO:0005886,GO:0005886,GO:0005886,GO:0005901,GO:0006468,GO:0006955,GO:0007179,GO:0007398,GO:0007399,GO:0009950,GO:0010862,GO:0016021,GO:0019827,GO:0021983,GO:0021998,GO:0030154,GO:0030324,GO:0030501,GO:0030509,GO:0030509,GO:0030509,GO:0035137,GO:0042475,GO:0042733,GO:0042803,GO:0045669,GO:0046332,GO:0046872,GO:0048339,GO:0048352,GO:0048368,GO:0048378,GO:0048382,GO:0048568,GO:0048589,GO:0050679,GO:0050768,GO:0051216,GO:0060021,GO:0060391,GO:0060896,GO:0060914
BMPR1B	4	4	96025575	bone morphogenetic protein receptor, type IB	GO:0000166,GO:0001501,GO:0001502,GO:0001550,GO:0001654,GO:0004674,GO:0004675,GO:0004675,GO:0004702,GO:0004872,GO:0005024,GO:0005515,GO:0005515,GO:0005515,GO:0005524,GO:0005886,GO:0005886,GO:0005886,GO:0005886,GO:0005886,GO:0005886,GO:0005886,GO:0005887,GO:0006468,GO:0030501,GO:0030509,GO:0030509,GO:0030509,GO:0035108,GO:0042698,GO:0043235,GO:0045597,GO:0045669,GO:0046332,GO:0046872
BMPR2	2	2	203242197	bone morphogenetic protein receptor, type II (serine/threonine kinase)	GO:0000166,GO:0001707,GO:0001938,GO:0003085,GO:0004872,GO:0005024,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005524,GO:0005886,GO:0005886,GO:0005886,GO:0005886,GO:0005886,GO:0005886,GO:0005886,GO:0005886,GO:0005887,GO:0005901,GO:0006366,GO:0006468,GO:0007178,GO:0009267,GO:0009952,GO:0009986,GO:0010595,GO:0010634,GO:0010862,GO:0014916,GO:0014916,GO:0019838,GO:0030308,GO:0030501,GO:0030509,GO:0030509,GO:0030509,GO:0030509,GO:0030513,GO:0042127,GO:0045669,GO:0045906,GO:0046872,GO:0048010,GO:0048286
BMS1	10	10	43279842	Bms1p	GO:0000166,GO:0003924,GO:0005524,GO:0005634,GO:0005730,GO:0042255,GO:0005525
BMS1P4	10	10	75490272	BMS1 pseudogene 4	NA
BMS1P5	10	10	46762892	BMS1 pseudogene 5	NA
BMX	X	X	15526476	BMX non-receptor tyrosine kinase	GO:0000166,GO:0004713,GO:0004715,GO:0004871,GO:0005515,GO:0005515,GO:0005515,GO:0005524,GO:0005737,GO:0005829,GO:0006915,GO:0006921,GO:0007165,GO:0007498,GO:0035556,GO:0046872,GO:0006468
BNC1	15	15	83926193	basonuclin 1	GO:0003677,GO:0003700,GO:0005634,GO:0005737,GO:0006351,GO:0006355,GO:0008284,GO:0008544,GO:0046872,GO:0008270,GO:0005622
BNC2	9	9	16418986	basonuclin 2	GO:0005622,GO:0005634,GO:0005737,GO:0005886,GO:0006355,GO:0008270,GO:0046872
BNIP1	5	5	172571548	BCL2/adenovirus E1B 19kDa interacting protein 1	GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005635,GO:0005737,GO:0005783,GO:0005789,GO:0006915,GO:0006916,GO:0006917,GO:0007029,GO:0016020,GO:0016021,GO:0016192,GO:0016320,GO:0030176,GO:0031201,GO:0043231
BNIP2	15	15	59956267	BCL2/adenovirus E1B 19kDa interacting protein 2	GO:0005096,GO:0005509,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005635,GO:0005737,GO:0006915,GO:0006915,GO:0006916,GO:0042692,GO:0043231,GO:0043410,GO:0043547,GO:0045666,GO:0048471,GO:0051057,GO:0051146,GO:0051149
BNIP3	10	10	133782027	BCL2/adenovirus E1B 19kDa interacting protein 3	GO:0001666,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005634,GO:0005634,GO:0005635,GO:0005654,GO:0005737,GO:0005739,GO:0005739,GO:0005739,GO:0005739,GO:0005739,GO:0005739,GO:0006309,GO:0006338,GO:0006915,GO:0006915,GO:0006915,GO:0006916,GO:0006917,GO:0006917,GO:0006917,GO:0008219,GO:0008219,GO:0008634,GO:0010637,GO:0016020,GO:0016021,GO:0030425,GO:0031307,GO:0031966,GO:0031966,GO:0042802,GO:0042803,GO:0042803,GO:0043243,GO:0043653,GO:0044419,GO:0045837,GO:0046902,GO:0046982,GO:0050873,GO:0051020,GO:0051402,GO:0051607,GO:0071260,GO:0071279,GO:0071456,GO:0072593,GO:0090141,GO:0090200
BNIP3L	8	8	26240646	BCL2/adenovirus E1B interacting protein 3-like	GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005521,GO:0005521,GO:0005634,GO:0005635,GO:0005739,GO:0005739,GO:0005740,GO:0005741,GO:0005783,GO:0006917,GO:0008634,GO:0016020,GO:0016021,GO:0031224,GO:0035694,GO:0042802,GO:0042803,GO:0043066,GO:0044419,GO:0046982,GO:0051607
BNIPL	1	1	151009201	BCL2/adenovirus E1B 19kD interacting protein like	GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005634,GO:0005829,GO:0006915,GO:0006915,GO:0006917,GO:0008285,GO:0040009,GO:0042802
BOC	3	3	112968649	Boc homolog (mouse)	GO:0005515,GO:0005515,GO:0005515,GO:0005886,GO:0005886,GO:0007155,GO:0007224,GO:0007411,GO:0016021,GO:0030030,GO:0030424,GO:0030426,GO:0042692,GO:0043025,GO:0045663,GO:0051149,GO:0051789
BOD1	5	5	173035267	biorientation of chromosomes in cell division 1	GO:0000777,GO:0005694,GO:0005737,GO:0005815,GO:0005856,GO:0007049,GO:0007067,GO:0051301
BOD1L	4	4	13571634	biorientation of chromosomes in cell division 1-like	GO:0003677
BOK	2	2	242498898	BCL2-related ovarian killer	GO:0005515,GO:0005634,GO:0005634,GO:0005737,GO:0005737,GO:0005739,GO:0006915,GO:0006917,GO:0006919,GO:0008283,GO:0031966,GO:0046982,GO:0051400,GO:0072332
BOLA1	1	1	149871612	bolA homolog 1 (E. coli)	GO:0005515,GO:0005576,GO:0005739
BOLA2B	16	16	29464953	bolA homolog 2B (E. coli)	NA
BOLA3	2	2	74362648	bolA homolog 3 (E. coli)	GO:0003674,GO:0005575,GO:0005576,GO:0008150
BOLL	2	2	198593278	bol, boule-like (Drosophila)	GO:0000166,GO:0003723,GO:0005515,GO:0005515,GO:0005737,GO:0006417,GO:0007126,GO:0007275,GO:0007283,GO:0008494,GO:0030154,GO:0045948
BOP1	8	8	145486119	hypothetical protein	GO:0000463,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005634,GO:0005654,GO:0005730,GO:0006364,GO:0008283,GO:0030529,GO:0042254,GO:0042254,GO:0051726,GO:0070545,GO:0070545
BPESC1	3	3	138844005	blepharophimosis, epicanthus inversus and ptosis, candidate 1 (non-protein coding)	GO:0003674,GO:0005575,GO:0008150
BPGM	7	7	134346259	2,3-bisphosphoglycerate mutase	GO:0004082,GO:0004083,GO:0004619,GO:0005975,GO:0006096,GO:0007585,GO:0016787,GO:0016853,GO:0048821
BPHL	6	6	3153432	biphenyl hydrolase-like (serine hydrolase)	GO:0005739,GO:0006520,GO:0009636,GO:0016787
BPI	20	20	36932613	bactericidal/permeability-increasing protein	GO:0001530,GO:0005576,GO:0005737,GO:0005887,GO:0006955,GO:0016020,GO:0032715,GO:0032717,GO:0032720,GO:0042742,GO:0043031,GO:0051636,GO:0008289
BPIL1	20	20	31596380	bactericidal/permeability-increasing protein-like 1	GO:0005576,GO:0008289
BPIL2	22	22	32810289	bactericidal/permeability-increasing protein-like 2	GO:0001530,GO:0005543,GO:0005576
BPIL3	20	20	31619453	bactericidal/permeability-increasing protein-like 3	GO:0005576,GO:0008289
BPNT1	1	1	220232185	3(2), 5-bisphosphate nucleotidase 1	GO:0000287,GO:0004437,GO:0005829,GO:0006139,GO:0006805,GO:0006805,GO:0007399,GO:0008441,GO:0016787,GO:0050427
BPTF	17	17	65821840	bromodomain PHD finger transcription factor	GO:0000122,GO:0005515,GO:0005515,GO:0005634,GO:0005634,GO:0005634,GO:0005730,GO:0005737,GO:0006338,GO:0006355,GO:0007420,GO:0008094,GO:0008134,GO:0008270,GO:0016589,GO:0043565,GO:0043565,GO:0045893,GO:0046872
BPY2	Y	Y	25138490	basic charge, Y-linked, 2	NA
BPY2B	Y	Y	25138490	basic charge, Y-linked, 2B	NA
BRAF	7	7	140434396	v-raf murine sarcoma viral oncogene homolog B1	GO:0000166,GO:0000186,GO:0004672,GO:0004674,GO:0004709,GO:0005057,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005524,GO:0005625,GO:0005634,GO:0005737,GO:0005829,GO:0005886,GO:0006468,GO:0006916,GO:0007264,GO:0007268,GO:0007268,GO:0009887,GO:0019717,GO:0031434,GO:0033138,GO:0043066,GO:0043434,GO:0043524,GO:0046872,GO:0046982,GO:0048011,GO:0051291,GO:0051591,GO:0070374
BRAP	12	12	112082002	brca1-associated protein	GO:0000151,GO:0000165,GO:0000166,GO:0004842,GO:0004842,GO:0005515,GO:0005515,GO:0005515,GO:0005737,GO:0005737,GO:0007265,GO:0008139,GO:0009968,GO:0016567,GO:0016874,GO:0042802,GO:0046872,GO:0008270
BRCA1	17	17	41197800	breast cancer 1, early onset	GO:0005515,GO:0000151,GO:0000724,GO:0000724,GO:0000794,GO:0001726,GO:0003677,GO:0003684,GO:0003713,GO:0003723,GO:0004842,GO:0004842,GO:0004842,GO:0004842,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005622,GO:0005634,GO:0005634,GO:0005654,GO:0005654,GO:0005654,GO:0005737,GO:0005759,GO:0005886,GO:0005925,GO:0006260,GO:0006281,GO:0006301,GO:0006302,GO:0006302,GO:0006302,GO:0006302,GO:0006310,GO:0006357,GO:0006359,GO:0006915,GO:0006974,GO:0006978,GO:0007049,GO:0007059,GO:0007098,GO:0007420,GO:0007584,GO:0008270,GO:0008274,GO:0008630,GO:0009048,GO:0010212,GO:0010212,GO:0010212,GO:0015631,GO:0016567,GO:0016874,GO:0019899,GO:0030521,GO:0030529,GO:0031398,GO:0031436,GO:0031436,GO:0031436,GO:0031436,GO:0031572,GO:0031572,GO:0031572,GO:0031625,GO:0031941,GO:0033993,GO:0034446,GO:0035066,GO:0042127,GO:0042802,GO:0042981,GO:0043009,GO:0043234,GO:0043627,GO:0045717,GO:0045739,GO:0045739,GO:0045739,GO:0045892,GO:0045893,GO:0045944,GO:0045944,GO:0046600,GO:0046872,GO:0050681,GO:0051571,GO:0051573,GO:0051865,GO:0051865,GO:0070512,GO:0070531,GO:0070531,GO:0070531,GO:0070531,GO:0070531,GO:0071158,GO:0071681,GO:0085020,GO:0085020,GO:2000145
BRCA2	13	13	32890597	hypothetical protein	GO:0000724,GO:0000724,GO:0001556,GO:0001833,GO:0002020,GO:0003677,GO:0003697,GO:0004402,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005634,GO:0005634,GO:0005634,GO:0005634,GO:0005654,GO:0005654,GO:0005730,GO:0005737,GO:0005813,GO:0006281,GO:0006289,GO:0006302,GO:0006302,GO:0006310,GO:0006978,GO:0007049,GO:0007090,GO:0007141,GO:0007283,GO:0007283,GO:0007420,GO:0007569,GO:0007584,GO:0008585,GO:0010165,GO:0010225,GO:0010332,GO:0010484,GO:0010485,GO:0030097,GO:0030141,GO:0030879,GO:0031619,GO:0032465,GO:0033205,GO:0033593,GO:0033600,GO:0035264,GO:0042771,GO:0043009,GO:0043015,GO:0043234,GO:0043627,GO:0043966,GO:0043967,GO:0045893,GO:0045931,GO:0048478,GO:0051276,GO:0051298
BRCC3	X	X	154299802	BRCA1/BRCA2-containing complex, subunit 3	GO:0000151,GO:0000152,GO:0004221,GO:0004221,GO:0004221,GO:0004843,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005634,GO:0006302,GO:0006302,GO:0006302,GO:0006974,GO:0008233,GO:0008237,GO:0008237,GO:0008237,GO:0008237,GO:0010165,GO:0010212,GO:0010212,GO:0010212,GO:0016568,GO:0030234,GO:0031572,GO:0031572,GO:0031572,GO:0031593,GO:0045739,GO:0045739,GO:0045739,GO:0046872,GO:0050790,GO:0070531,GO:0070531,GO:0070531,GO:0070531,GO:0070531,GO:0070536,GO:0070536,GO:0070537,GO:0070537,GO:0070552
BRD1	22	22	50167880	bromodomain containing 1	GO:0005634,GO:0005634,GO:0005634,GO:0008270,GO:0016568,GO:0043966,GO:0046872,GO:0070776
BRD2	6	6	32940675	bromodomain containing 2	GO:0004674,GO:0005634,GO:0005737,GO:0007283
BRD3	9	9	136898711	bromodomain containing 3	GO:0003674,GO:0005515,GO:0005634,GO:0008150
BRD4	19	19	15349187	bromodomain containing 4	GO:0000114,GO:0000790,GO:0000794,GO:0001833,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005634,GO:0005730,GO:0005737,GO:0006468,GO:0007059,GO:0010971,GO:0043388,GO:0043983,GO:0044154,GO:0044419
BRD7	16	16	50353121	bromodomain containing 7	GO:0002039,GO:0003713,GO:0003714,GO:0003714,GO:0005515,GO:0005515,GO:0005634,GO:0005634,GO:0005634,GO:0005634,GO:0005737,GO:0006357,GO:0007049,GO:0008134,GO:0008285,GO:0016055,GO:0035066,GO:0042393,GO:0045892,GO:0045893,GO:0070577,GO:2000134
BRD7P3	6	6	118822536	bromodomain containing 7 pseudogene 3	NA
BRD8	5	5	137475762	bromodomain containing 8	GO:0003700,GO:0004887,GO:0005634,GO:0005634,GO:0005730,GO:0005739,GO:0006351,GO:0006355,GO:0006357,GO:0007165,GO:0007166,GO:0016568,GO:0035267,GO:0040008,GO:0043967,GO:0043968
BRD9	5	5	892939	bromodomain containing 9	GO:0003676,GO:0005575,GO:0008150
BRDT	1	1	92428311	bromodomain, testis-specific	GO:0003713,GO:0004674,GO:0005634,GO:0006338,GO:0006355,GO:0042393
BRE	2	2	28117423	brain and reproductive organ-expressed (TNFRSF1A modulator)	GO:0000152,GO:0000268,GO:0005164,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005634,GO:0005634,GO:0005737,GO:0005737,GO:0006302,GO:0006915,GO:0006974,GO:0007165,GO:0010212,GO:0010212,GO:0016568,GO:0031572,GO:0031593,GO:0045739,GO:0045768,GO:0070531,GO:0070531,GO:0070531,GO:0070531,GO:0070552
BRF1	14	14	105676887	Brf1p	GO:0000126,GO:0003743,GO:0005634,GO:0005654,GO:0005654,GO:0005654,GO:0005654,GO:0006383,GO:0006384,GO:0008270,GO:0009303,GO:0009304,GO:0043488,GO:0045893,GO:0046872
BRF2	8	8	37702007	BRF2, subunit of RNA polymerase III transcription initiation factor, BRF1-like	GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005634,GO:0005654,GO:0005654,GO:0006352,GO:0006355,GO:0006383,GO:0046872,GO:0008270
BRI3	7	7	97911107	brain protein I3	GO:0016020,GO:0016021
BRI3BP	12	12	125478336	BRI3 binding protein	GO:0005739,GO:0005741,GO:0016020,GO:0016021
BRIP1	17	17	59760656	DEAD/DEAH box helicase	GO:0000077,GO:0000166,GO:0003677,GO:0004003,GO:0004386,GO:0005515,GO:0005515,GO:0005515,GO:0005524,GO:0005634,GO:0005634,GO:0005737,GO:0006139,GO:0006302,GO:0006357,GO:0016818
BRIX1	5	5	34915843	BRX1, biogenesis of ribosomes, homolog (S. cerevisiae)	GO:0003674,GO:0004812,GO:0005515,GO:0005515,GO:0005515,GO:0005634,GO:0005730,GO:0006412,GO:0042254,GO:0005524
BRMS1	11	11	66105138	breast cancer metastasis suppressor 1	GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005634,GO:0005634,GO:0005737,GO:0006915,GO:0019987,GO:0032088,GO:0045892,GO:0051059,GO:0090312,GO:2000210
BRMS1L	14	14	36295722	breast cancer metastasis-suppressor 1-like	GO:0005634,GO:0006355,GO:0040008
